Date,Water Usage
2022-08-01,61.09823225883064
2022-08-02,62.3666155680906
2022-08-03,119.62699308150236
2022-08-04,35.176047386609355
2022-08-05,56.942266416622886
2022-08-06,52.74672827628134
2022-08-07,48.16414107326193
2022-08-08,83.94664217358519
2022-08-09,53.52276987917409
2022-08-10,87.68749709413324
2022-08-11,29.013507282349448
2022-08-12,34.49166157715299
2022-08-13,61.827978511372145
2022-08-14,37.31912713835644
2022-08-15,96.58900888079164
2022-08-16,37.505780393852255
2022-08-17,85.4190629613074
2022-08-18,56.75115765457409
2022-08-19,77.65042435365272
2022-08-20,31.399601848789576
2022-08-21,46.64723772623888
2022-08-22,43.98604133513766
2022-08-23,88.15812018377468
2022-08-24,54.05572396424907
2022-08-25,33.287702242457115
2022-08-26,76.38034925039133
2022-08-27,80.7667736946673
2022-08-28,45.80017789645805
2022-08-29,77.43504326325899
2022-08-30,26.15437607751414
2022-08-31,76.13802603844567
2022-09-01,53.612838802440514
2022-09-02,75.30396307743814
2022-09-03,51.109010689919096
2022-09-04,31.286898922097475
2022-09-05,64.22268959845678
2022-09-06,50.4691134564553
2022-09-07,67.03855169126344
2022-09-08,47.70935863946537
2022-09-09,74.28185934379209
2022-09-10,47.16710921280245
2022-09-11,62.845832892209515
2022-09-12,75.75217153685846
2022-09-13,26.984320350266817
2022-09-14,51.85078667557779
2022-09-15,45.07209141592793
2022-09-16,46.29764949088438
2022-09-17,67.3162353739153
2022-09-18,55.30932966167946
2022-09-19,28.25184395539418
2022-09-20,66.7262150222263
2022-09-21,53.49037860235429
2022-09-22,25.07216437278175
2022-09-23,39.10170057078868
2022-09-24,31.93312421391314
2022-09-25,45.03566708756218
2022-09-26,85.11651237797501
2022-09-27,44.40289200717145
2022-09-28,62.409840417927754
2022-09-29,40.48842051158263
2022-09-30,35.847834625885554
2022-10-01,32.01651296783297
2022-10-02,53.88523084158636
2022-10-03,3.3995713591714436
2022-10-04,56.096891305183654
2022-10-05,68.8156938711497
2022-10-06,63.32461374127569
2022-10-07,68.78801814299575
2022-10-08,22.22845558036954
2022-10-09,65.94479258545607
2022-10-10,57.77243757979004
2022-10-11,39.96046530320401
2022-10-12,77.02152876140025
2022-10-13,60.88727199246481
2022-10-14,63.35174045091717
2022-10-15,54.12479160466102
2022-10-16,33.67805495635604
2022-10-17,16.81408843655977
2022-10-18,98.99113229332762
2022-10-19,56.40829710445582
2022-10-20,30.272732740824182
2022-10-21,52.00866182350168
2022-10-22,45.00051716083538
2022-10-23,37.09320665486442
2022-10-24,33.48215066310303
2022-10-25,68.92359588844477
2022-10-26,44.297119079220295
2022-10-27,24.46178501143799
2022-10-28,44.067351073452556
2022-10-29,57.020272676947066
2022-10-30,55.04580806171461
2022-10-31,59.85178809196947
2022-11-01,72.35620875559775
2022-11-02,53.09527171380709
2022-11-03,71.54586372939606
2022-11-04,61.94512264915644
2022-11-05,43.24817119795113
2022-11-06,56.893603264970125
2022-11-07,69.1509159274916
2022-11-08,42.34522545764159
2022-11-09,100.78383075201174
2022-11-10,50.0185687259096
2022-11-11,53.889264488000826
2022-11-12,0.0
2022-11-13,20.65533785840156
2022-11-14,52.806111433307954
2022-11-15,40.72831890740784
2022-11-16,57.73743002868342
2022-11-17,55.5695878904173
2022-11-18,42.08776387275553
2022-11-19,41.37654668448106
2022-11-20,73.35535144259808
2022-11-21,69.62525755299774
2022-11-22,59.08854000691737
2022-11-23,58.61610932323122
2022-11-24,31.839300412414417
2022-11-25,96.52472489994484
2022-11-26,23.850894322326912
2022-11-27,41.63212447229684
2022-11-28,66.09494751609324
2022-11-29,57.60292082294208
2022-11-30,41.900023754574285
2022-12-01,46.3237074399439
2022-12-02,39.542147139645415
2022-12-03,27.552256879504718
2022-12-04,43.59481061074228
2022-12-05,39.82901742583984
2022-12-06,40.32532937636393
2022-12-07,67.83076003339494
2022-12-08,34.57676200025325
2022-12-09,58.16553117985349
2022-12-10,66.36410084117344
2022-12-11,41.57437185709477
2022-12-12,42.83921468710637
2022-12-13,57.568475677757974
2022-12-14,63.526791975539965
2022-12-15,50.81892163195629
2022-12-16,71.05357393368347
2022-12-17,76.89642600062936
2022-12-18,38.471485896621644
2022-12-19,63.731051414375344
2022-12-20,97.7589510507867
2022-12-21,50.68214216755653
2022-12-22,66.60169143086728
2022-12-23,38.840707685246535
2022-12-24,56.759486684948016
2022-12-25,31.137389245342
2022-12-26,60.43278034471471
2022-12-27,79.56409681452917
2022-12-28,77.86625975777248
2022-12-29,34.2455150087458
2022-12-30,44.66849869824754
2022-12-31,60.792134573955494
2023-01-01,53.94123414858639
2023-01-02,70.1417802913685
2023-01-03,66.04578481323037
2023-01-04,44.88484205114253
2023-01-05,53.755302765303284
2023-01-06,63.024936974910226
2023-01-07,43.797795844467565
2023-01-08,59.58635824036416
2023-01-09,32.465747286827934
2023-01-10,72.51894628308797
2023-01-11,33.92984169691991
2023-01-12,63.460711666547994
2023-01-13,53.91867063891835
2023-01-14,41.359065287952404
2023-01-15,42.9584519414735
2023-01-16,42.394482774395144
2023-01-17,31.666939274103505
2023-01-18,70.09557945635147
2023-01-19,30.10559070465562
2023-01-20,43.459562251325686
2023-01-21,52.231876347553374
2023-01-22,39.32286115829732
2023-01-23,50.933730525960314
2023-01-24,33.77260922718872
2023-01-25,31.534297351119573
2023-01-26,56.20426026494101
2023-01-27,42.49413217884992
2023-01-28,46.45268629828995
2023-01-29,41.589771333381435
2023-01-30,41.374862112795135
2023-01-31,62.37611642771584
2023-02-01,32.108640229623454
2023-02-02,57.09866296825192
2023-02-03,70.59832506987358
2023-02-04,29.19417196511159
2023-02-05,47.73289531746412
2023-02-06,48.187641329954175
2023-02-07,9.848900266076411
2023-02-08,40.62171838123478
2023-02-09,25.26271084661002
2023-02-10,62.003692500640256
2023-02-11,5.628241183032642
2023-02-12,57.43536339379027
2023-02-13,77.3145521286715
2023-02-14,47.19829143600211
2023-02-15,58.40058807261381
2023-02-16,32.142926040766355
2023-02-17,42.70143043888741
2023-02-18,79.74879429267406
2023-02-19,31.823806750379088
2023-02-20,44.9582204541279
2023-02-21,43.49791679214897
2023-02-22,56.613677795041106
2023-02-23,72.77770614361386
2023-02-24,64.42883936354038
2023-02-25,25.442862320461813
2023-02-26,46.62368963973756
2023-02-27,29.730482901816465
2023-02-28,46.19025441056279
2023-03-01,70.19174894283765
2023-03-02,36.58764335588913
2023-03-03,52.142751203035374
2023-03-04,36.0380480320455
2023-03-05,30.18660924631662
2023-03-06,44.869713031335344
2023-03-07,53.59075433895278
2023-03-08,78.60298847429313
2023-03-09,32.01099118245101
2023-03-10,64.18065852046614
2023-03-11,52.314237456468845
2023-03-12,19.951716934595478
2023-03-13,50.350445562264554
2023-03-14,71.18864453765285
2023-03-15,37.519792484211514
2023-03-16,47.499790365816786
2023-03-17,56.53463098077478
2023-03-18,23.446390811915027
2023-03-19,34.45631925508858
2023-03-20,64.5522423544288
2023-03-21,76.56074596274587
2023-03-22,20.545823596353888
2023-03-23,56.27128736418185
2023-03-24,55.78088846960639
2023-03-25,54.99069405846215
2023-03-26,53.24810813958521
2023-03-27,81.85130355365628
2023-03-28,49.31577950506736
2023-03-29,43.06117563646728
2023-03-30,56.66366858426111
2023-03-31,47.011903015188395
2023-04-01,47.80105990552487
2023-04-02,34.556979966244455
2023-04-03,36.96562152050992
2023-04-04,68.53415629164671
2023-04-05,55.918546836537416
2023-04-06,43.09843425133634
2023-04-07,83.96199241483197
2023-04-08,29.970733895064967
2023-04-09,39.39476810543295
2023-04-10,101.63070920279421
2023-04-11,35.981729500199314
2023-04-12,61.466136667166026
2023-04-13,73.39300743832935
2023-04-14,58.20212276606907
2023-04-15,48.51772556218731
2023-04-16,55.38777402981095
2023-04-17,55.18479901784791
2023-04-18,28.132977177358022
2023-04-19,43.59775877193052
2023-04-20,43.18165460729651
2023-04-21,42.435701995636926
2023-04-22,63.62078771146867
2023-04-23,36.706199805788664
2023-04-24,71.82222289838869
2023-04-25,42.66212984647841
2023-04-26,80.57420947348885
2023-04-27,36.56380219841647
2023-04-28,55.455214059886885
2023-04-29,27.286737172753064
2023-04-30,42.799466128370376
2023-05-01,35.1062088789765
2023-05-02,56.83223729805005
2023-05-03,46.46536024666888
2023-05-04,52.82073665583877
2023-05-05,79.84073323905876
2023-05-06,32.518063135736
2023-05-07,57.653687972495334
2023-05-08,26.464381649625615
2023-05-09,51.81043702191551
2023-05-10,45.73961474713619
2023-05-11,88.57282282723689
2023-05-12,78.10463200351538
2023-05-13,40.443704208597026
2023-05-14,56.29827108348539
2023-05-15,53.41250895444756
2023-05-16,73.33455600605556
2023-05-17,66.17644849002444
2023-05-18,38.393791365502175
2023-05-19,23.884744499126846
2023-05-20,48.56023656131004
2023-05-21,38.229399518960314
2023-05-22,51.98969633676046
2023-05-23,34.21432077638773
2023-05-24,66.87372836095538
2023-05-25,40.83613330934804
2023-05-26,77.60073194637222
2023-05-27,46.74155389890567
2023-05-28,42.45078559158868
2023-05-29,56.95007271531389
2023-05-30,30.29741226884151
2023-05-31,71.81086100079685
2023-06-01,74.29097051630592
2023-06-02,50.990119358726794
2023-06-03,20.69498102649796
2023-06-04,51.1564208355824
2023-06-05,63.10073573130967
2023-06-06,42.61787957747166
2023-06-07,26.398443926680432
2023-06-08,90.13282898066443
2023-06-09,58.77774366117121
2023-06-10,51.103534544304836
2023-06-11,40.11671330168605
2023-06-12,25.67029829149947
2023-06-13,44.09773565214954
2023-06-14,52.909546760963664
2023-06-15,59.85968362275771
2023-06-16,61.710951304408034
2023-06-17,37.027556446574266
2023-06-18,43.722883493687824
2023-06-19,43.945831500487074
2023-06-20,47.84418529460093
2023-06-21,50.42618720882926
2023-06-22,34.97701357183158
2023-06-23,72.37578826033361
2023-06-24,60.59925163371641
2023-06-25,26.401927335980666
2023-06-26,92.17075801930599
2023-06-27,50.66006247062528
2023-06-28,96.85324516845894
2023-06-29,58.80135771442938
2023-06-30,53.77599670585683
2023-07-01,50.219552433009675
2023-07-02,7.280318616134217
2023-07-03,44.690286703708665
2023-07-04,73.30014123116608
2023-07-05,125.4685840285642
2023-07-06,54.4902758973387
2023-07-07,47.15189327464599
2023-07-08,39.95473196886604
2023-07-09,51.85570304703395
2023-07-10,68.05472791926115
2023-07-11,54.66770876715542
2023-07-12,87.75287447026147
2023-07-13,40.91123162138124
2023-07-14,49.73833762237785
2023-07-15,55.24795665336758
2023-07-16,53.96327999949479
2023-07-17,20.9474107021084
2023-07-18,66.06413904750397
2023-07-19,50.06055701735571
2023-07-20,60.80058333812201
2023-07-21,51.212889385602644
2023-07-22,21.674449397031612
2023-07-23,47.00881170975988
2023-07-24,42.19002210917058
2023-07-25,22.652919277612668
2023-07-26,52.88474584642501
2023-07-27,64.19126206909178
2023-07-28,67.41300313227934
2023-07-29,39.59072059349102
2023-07-30,44.24444734639541
2023-07-31,51.430190373203885
2023-08-01,48.71408276115405
2023-08-02,45.754386982901366
2023-08-03,11.46725264459582
2023-08-04,19.682153738924207
2023-08-05,34.57478725390936
2023-08-06,35.39929556929007
2023-08-07,22.00994011994873
2023-08-08,73.66942375335158
2023-08-09,61.654335669880965
2023-08-10,56.67112426960612
2023-08-11,42.21379292523241
2023-08-12,45.270370934360095
2023-08-13,30.404728831099114
2023-08-14,50.690802760289905
2023-08-15,66.54506592210888
2023-08-16,76.23951364601069
2023-08-17,43.83623930899012
2023-08-18,58.5976716349207
2023-08-19,28.59693581050107
2023-08-20,18.6462430623442
2023-08-21,92.48322835514182
2023-08-22,31.11616528925851
2023-08-23,64.62723650209404
2023-08-24,45.431000137761565
2023-08-25,65.69318601065856
2023-08-26,60.031815024402746
2023-08-27,64.55924924552004
2023-08-28,120.79586889631483
2023-08-29,55.440668545778536
2023-08-30,84.00304291989002
2023-08-31,57.51666512937967
2023-09-01,59.53690480785746
2023-09-02,35.31675892230834
2023-09-03,52.778611027730534
2023-09-04,85.2339364412776
2023-09-05,41.10743718618654
2023-09-06,63.08075822712788
2023-09-07,70.66773398260665
2023-09-08,61.96322856676075
2023-09-09,43.12793953925678
2023-09-10,53.825868912520306
2023-09-11,14.930060431816832
2023-09-12,59.33319403640352
2023-09-13,98.7104402534246
2023-09-14,61.460145225101364
2023-09-15,54.067264569231
2023-09-16,43.03232394350052
2023-09-17,42.27975190462446
2023-09-18,66.00953674879709
2023-09-19,47.28005024862202
2023-09-20,41.83114325335056
2023-09-21,66.25740384410574
2023-09-22,44.19307384343116
2023-09-23,45.059504928685904
2023-09-24,32.838627936278584
2023-09-25,35.84571499824009
2023-09-26,73.92832287825821
2023-09-27,61.497560437336155
2023-09-28,36.35286661955868
2023-09-29,45.133720342234916
2023-09-30,56.03927484473623
2023-10-01,13.453166592454906
2023-10-02,66.92783297757231
2023-10-03,51.744947217589754
2023-10-04,67.33121734191336
2023-10-05,78.79496851680419
2023-10-06,52.17896747982253
2023-10-07,49.629538343328456
2023-10-08,32.03247786059759
2023-10-09,76.41067121295225
2023-10-10,59.78435632848111
2023-10-11,34.82505429425924
2023-10-12,67.17644990496383
2023-10-13,56.60253829749379
2023-10-14,68.9436868657821
2023-10-15,40.92339987588872
2023-10-16,62.095769321790826
2023-10-17,73.24933704910067
2023-10-18,68.88001572367422
2023-10-19,44.3339334411482
2023-10-20,44.93368819498765
2023-10-21,35.206962244784535
2023-10-22,49.92039496194318
2023-10-23,47.65330406680337
2023-10-24,90.25922713594579
2023-10-25,54.44244246449861
2023-10-26,26.918262107186177
2023-10-27,48.23377527592562
2023-10-28,40.64370935699809
2023-10-29,40.80747800774754
2023-10-30,65.52951810081439
2023-10-31,69.74416947614962
2023-11-01,56.88108156458183
2023-11-02,72.42711569967409
2023-11-03,51.76712371104702
2023-11-04,26.462176627540888
2023-11-05,41.15649612182829
2023-11-06,50.78424110200443
2023-11-07,83.32700400926527
2023-11-08,47.81187949362796
2023-11-09,71.41031916498953
2023-11-10,63.565887828517106
2023-11-11,37.60602040108552
2023-11-12,26.43470834956441
2023-11-13,31.97546778883156
2023-11-14,54.63481944601269
2023-11-15,51.84647420007784
2023-11-16,65.85781141369836
2023-11-17,45.377483795092495
2023-11-18,33.52367634631208
2023-11-19,35.75521082270067
2023-11-20,55.44647399651419
2023-11-21,72.83050438801796
2023-11-22,79.35866131607439
2023-11-23,74.27161752745025
2023-11-24,64.35239289942797
2023-11-25,57.14532183816129
2023-11-26,49.85849513773796
2023-11-27,45.45587959666023
2023-11-28,31.639767696661636
2023-11-29,59.436763232926765
2023-11-30,76.17466571439925
2023-12-01,46.14771846322729
2023-12-02,51.42022373511551
2023-12-03,23.101557777629008
2023-12-04,67.54501802272152
2023-12-05,50.89075876521731
2023-12-06,62.08506045647509
2023-12-07,45.284759007008944
2023-12-08,47.1028456246626
2023-12-09,58.51323062327846
2023-12-10,40.502667298563765
2023-12-11,56.23252292091828
2023-12-12,43.47732979153281
2023-12-13,52.79398766214733
2023-12-14,69.16724613054458
2023-12-15,50.680256797552516
2023-12-16,21.279384502670347
2023-12-17,38.75020172570771
2023-12-18,52.25521182010304
2023-12-19,50.30555362818766
2023-12-20,47.616512356993056
2023-12-21,62.05049218844965
2023-12-22,51.85206389664303
2023-12-23,77.982694188686
2023-12-24,69.90721618073077
2023-12-25,42.89458493021883
2023-12-26,37.996156073315824
2023-12-27,26.36276671436164
2023-12-28,48.29935352711948
2023-12-29,32.396725186213075
2023-12-30,53.083665535156484
2023-12-31,38.72736003139426
2024-01-01,49.51460066433412
2024-01-02,63.8275013773584
2024-01-03,49.06813856305097
2024-01-04,54.38139676384824
2024-01-05,98.38781148496493
2024-01-06,20.417328053341272
2024-01-07,57.470040406860655
2024-01-08,80.583038056263
2024-01-09,60.606800775136335
2024-01-10,56.1423360878612
2024-01-11,38.999475108522745
2024-01-12,53.0450711404528
2024-01-13,34.00719300568463
2024-01-14,42.10878882478356
2024-01-15,20.731833128986146
2024-01-16,51.603821486043564
2024-01-17,35.94380083193388
2024-01-18,41.649223052294424
2024-01-19,76.26683620394884
2024-01-20,64.30219705585776
2024-01-21,54.85420045562445
2024-01-22,45.563943669835965
2024-01-23,48.198406629046445
2024-01-24,25.499749111835985
2024-01-25,53.86283805310802
2024-01-26,117.43277605677437
2024-01-27,56.23490557037048
2024-01-28,40.662066384073384
2024-01-29,28.074140930037416
2024-01-30,57.13934077285383
2024-01-31,45.32767817857375
2024-02-01,40.869954646785345
2024-02-02,49.73878108955978
